Algorithm,Number of Nodes,Number of Edges,Computation Time,Path Found,Minimal Weight
Kruskal's Algorithm (with queue),100,199,0.003801439000000,"[(0, 29, 1), (15, 28, 1), (25, 78, 1), (41, 87, 1), (75, 91, 1), (8, 90, 4), (9, 95, 4), (18, 47, 4), (57, 93, 4), (72, 84, 4), (21, 55, 5), (33, 72, 5), (7, 81, 6), (8, 30, 7), (11, 66, 7), (82, 87, 7), (95, 96, 7), (51, 54, 8), (26, 86, 9), (36, 92, 9), (46, 67, 9), (24, 59, 10), (9, 76, 11), (21, 94, 11), (46, 74, 11), (8, 77, 12), (48, 87, 13), (59, 87, 14), (68, 87, 14), (7, 77, 15), (3, 6, 16), (10, 11, 16), (30, 43, 16), (27, 76, 17), (91, 98, 17), (16, 30, 18), (6, 30, 19), (10, 70, 19), (43, 99, 19), (44, 99, 19), (46, 86, 19), (10, 90, 20), (14, 99, 20), (32, 85, 20), (1, 58, 21), (12, 88, 22), (26, 80, 22), (29, 61, 22), (71, 83, 22), (35, 96, 24), (41, 52, 24), (64, 82, 24), (17, 92, 25), (30, 92, 26), (45, 52, 26), (64, 91, 26), (93, 97, 26), (5, 7, 28), (23, 58, 28), (6, 33, 29), (25, 62, 30), (20, 78, 31), (34, 49, 31), (1, 9, 32), (11, 37, 32), (17, 96, 32), (24, 50, 32), (32, 57, 33), (51, 91, 34), (12, 96, 35), (47, 71, 35), (34, 53, 36), (43, 50, 36), (8, 61, 38), (2, 58, 39), (20, 65, 39), (45, 53, 39), (20, 74, 40), (51, 78, 40), (13, 82, 41), (31, 47, 41), (25, 47, 42), (15, 72, 44), (21, 48, 44), (40, 91, 44), (49, 69, 44), (0, 93, 45), (24, 60, 45), (20, 38, 46), (4, 77, 47), (53, 89, 47), (39, 73, 49), (41, 42, 49), (56, 57, 50), (22, 48, 52), (43, 63, 55), (79, 88, 65), (53, 73, 67), (15, 19, 68)]",2514
Prim's Algorithm (with queue),100,199,0.001344628000005,"[(0, 29, 1), (29, 61, 22), (61, 8, 38), (8, 90, 4), (8, 30, 7), (8, 77, 12), (77, 7, 15), (7, 81, 6), (30, 43, 16), (30, 16, 18), (30, 6, 19), (6, 3, 16), (43, 99, 19), (99, 44, 19), (90, 10, 20), (10, 11, 16), (11, 66, 7), (10, 70, 19), (99, 14, 20), (30, 92, 26), (92, 36, 9), (92, 17, 25), (7, 5, 28), (6, 33, 29), (33, 72, 5), (72, 84, 4), (11, 37, 32), (17, 96, 32), (96, 95, 7), (95, 9, 4), (9, 76, 11), (76, 27, 17), (96, 35, 24), (9, 1, 32), (1, 58, 21), (58, 23, 28), (96, 12, 35), (12, 88, 22), (43, 50, 36), (50, 24, 32), (24, 59, 10), (59, 87, 14), (87, 41, 1), (87, 82, 7), (87, 48, 13), (87, 68, 14), (41, 52, 24), (82, 64, 24), (52, 45, 26), (64, 91, 26), (91, 75, 1), (91, 98, 17), (91, 51, 34), (51, 54, 8), (45, 53, 39), (53, 34, 36), (34, 49, 31), (58, 2, 39), (51, 78, 40), (78, 25, 1), (25, 62, 30), (78, 20, 31), (20, 65, 39), (20, 74, 40), (74, 46, 11), (46, 67, 9), (46, 86, 19), (86, 26, 9), (26, 80, 22), (82, 13, 41), (25, 47, 42), (47, 18, 4), (47, 71, 35), (71, 83, 22), (47, 31, 41), (48, 21, 44), (21, 55, 5), (21, 94, 11), (49, 69, 44), (72, 15, 44), (15, 28, 1), (91, 40, 44), (0, 93, 45), (93, 57, 4), (93, 97, 26), (57, 32, 33), (32, 85, 20), (24, 60, 45), (20, 38, 46), (53, 89, 47), (77, 4, 47), (41, 42, 49), (57, 56, 50), (48, 22, 52), (43, 63, 55), (88, 79, 65), (53, 73, 67), (73, 39, 49), (15, 19, 68)]",2514
Kruskal's Algorithm (with queue),100,249,0.005942241999996,"[(10, 35, 1), (33, 99, 1), (39, 77, 1), (22, 40, 2), (8, 58, 3), (9, 52, 3), (11, 74, 3), (22, 72, 3), (46, 75, 3), (14, 86, 4), (0, 56, 5), (13, 98, 5), (17, 50, 5), (19, 22, 5), (48, 77, 6), (4, 59, 7), (32, 51, 7), (4, 94, 8), (4, 97, 8), (75, 84, 8), (5, 20, 9), (15, 57, 9), (75, 96, 9), (34, 35, 11), (48, 89, 11), (7, 21, 12), (21, 53, 12), (45, 49, 12), (0, 30, 13), (4, 69, 14), (42, 88, 15), (49, 53, 15), (13, 89, 17), (33, 91, 17), (57, 65, 17), (6, 60, 18), (20, 27, 18), (25, 53, 18), (51, 68, 18), (1, 36, 19), (23, 74, 19), (37, 60, 19), (90, 99, 19), (2, 24, 20), (19, 83, 21), (20, 56, 21), (23, 93, 21), (46, 78, 21), (3, 87, 22), (49, 74, 23), (75, 91, 23), (23, 73, 24), (5, 89, 25), (36, 83, 26), (53, 79, 26), (71, 99, 26), (5, 7, 27), (8, 36, 27), (3, 81, 28), (17, 75, 28), (4, 45, 30), (12, 28, 30), (28, 44, 30), (33, 39, 30), (57, 96, 30), (68, 74, 30), (0, 61, 31), (7, 24, 31), (3, 15, 34), (14, 74, 34), (18, 99, 34), (88, 91, 34), (14, 63, 35), (32, 67, 35), (1, 6, 37), (5, 38, 39), (7, 58, 40), (30, 95, 40), (64, 76, 40), (80, 90, 40), (21, 35, 41), (36, 92, 41), (65, 76, 41), (9, 83, 42), (56, 85, 43), (26, 54, 44), (16, 62, 45), (32, 55, 45), (38, 43, 45), (31, 67, 46), (28, 45, 49), (54, 57, 49), (29, 84, 50), (82, 87, 50), (20, 47, 55), (16, 57, 67), (41, 43, 70), (66, 77, 71), (70, 92, 77)]",2493
Prim's Algorithm (with queue),100,249,0.001755457999998,"[(0, 56, 5), (0, 30, 13), (56, 20, 21), (20, 5, 9), (20, 27, 18), (5, 89, 25), (89, 48, 11), (48, 77, 6), (77, 39, 1), (89, 13, 17), (13, 98, 5), (5, 7, 27), (7, 21, 12), (21, 53, 12), (53, 49, 15), (49, 45, 12), (53, 25, 18), (49, 74, 23), (74, 11, 3), (74, 23, 19), (23, 93, 21), (23, 73, 24), (53, 79, 26), (39, 33, 30), (33, 99, 1), (33, 91, 17), (99, 90, 19), (91, 75, 23), (75, 46, 3), (75, 84, 8), (75, 96, 9), (46, 78, 21), (99, 71, 26), (75, 17, 28), (17, 50, 5), (45, 4, 30), (4, 59, 7), (4, 94, 8), (4, 97, 8), (4, 69, 14), (74, 68, 30), (68, 51, 18), (51, 32, 7), (96, 57, 30), (57, 15, 9), (57, 65, 17), (0, 61, 31), (7, 24, 31), (24, 2, 20), (15, 3, 34), (3, 87, 22), (3, 81, 28), (74, 14, 34), (14, 86, 4), (91, 88, 34), (88, 42, 15), (99, 18, 34), (14, 63, 35), (32, 67, 35), (5, 38, 39), (7, 58, 40), (58, 8, 3), (8, 36, 27), (36, 1, 19), (36, 83, 26), (83, 19, 21), (19, 22, 5), (22, 40, 2), (22, 72, 3), (1, 6, 37), (6, 60, 18), (60, 37, 19), (30, 95, 40), (90, 80, 40), (21, 35, 41), (35, 10, 1), (35, 34, 11), (36, 92, 41), (65, 76, 41), (76, 64, 40), (83, 9, 42), (9, 52, 3), (56, 85, 43), (32, 55, 45), (38, 43, 45), (67, 31, 46), (45, 28, 49), (28, 12, 30), (28, 44, 30), (57, 54, 49), (54, 26, 44), (84, 29, 50), (87, 82, 50), (20, 47, 55), (57, 16, 67), (16, 62, 45), (43, 41, 70), (77, 66, 71), (92, 70, 77)]",2493
Kruskal's Algorithm (with queue),100,299,0.004963712999995,"[(5, 30, 1), (13, 89, 1), (45, 86, 1), (57, 83, 1), (36, 94, 2), (38, 50, 2), (40, 97, 2), (70, 82, 3), (3, 33, 4), (16, 96, 4), (23, 35, 4), (41, 63, 4), (14, 53, 5), (16, 17, 5), (29, 50, 5), (22, 60, 6), (34, 54, 6), (63, 92, 6), (13, 50, 7), (41, 98, 7), (89, 95, 7), (15, 93, 8), (56, 90, 9), (5, 42, 10), (9, 19, 10), (10, 36, 10), (10, 84, 10), (28, 74, 10), (42, 88, 10), (51, 69, 10), (32, 49, 11), (32, 67, 11), (62, 79, 11), (26, 71, 12), (38, 83, 12), (71, 89, 12), (6, 44, 13), (32, 80, 13), (72, 85, 13), (86, 92, 13), (1, 41, 14), (6, 70, 14), (16, 42, 14), (8, 88, 15), (20, 85, 15), (60, 89, 15), (74, 77, 15), (24, 88, 16), (52, 65, 16), (14, 73, 17), (48, 81, 17), (65, 67, 17), (77, 88, 17), (58, 68, 18), (64, 71, 18), (18, 77, 19), (2, 30, 20), (2, 48, 20), (21, 71, 20), (50, 61, 20), (83, 97, 20), (0, 94, 21), (67, 81, 21), (32, 97, 22), (20, 88, 23), (31, 61, 23), (45, 73, 23), (62, 70, 23), (2, 43, 24), (26, 55, 24), (31, 41, 24), (47, 53, 24), (17, 59, 25), (48, 91, 26), (66, 68, 26), (3, 49, 27), (15, 92, 27), (21, 78, 28), (33, 46, 28), (1, 69, 29), (5, 37, 29), (12, 34, 29), (90, 92, 29), (4, 56, 30), (35, 50, 30), (38, 75, 30), (54, 67, 31), (79, 91, 31), (4, 10, 32), (16, 68, 33), (59, 87, 36), (19, 86, 39), (23, 39, 39), (6, 99, 54), (11, 59, 55), (34, 76, 55), (25, 47, 63), (7, 89, 72), (27, 55, 72)]",1905
Prim's Algorithm (with queue),100,299,0.002661208999996,"[(0, 94, 21), (94, 36, 2), (36, 10, 10), (10, 84, 10), (10, 4, 32), (4, 56, 30), (56, 90, 9), (90, 92, 29), (92, 63, 6), (63, 41, 4), (41, 98, 7), (92, 86, 13), (86, 45, 1), (41, 1, 14), (45, 73, 23), (73, 14, 17), (14, 53, 5), (41, 31, 24), (31, 61, 23), (61, 50, 20), (50, 38, 2), (50, 29, 5), (50, 13, 7), (13, 89, 1), (89, 95, 7), (38, 83, 12), (83, 57, 1), (89, 71, 12), (71, 26, 12), (89, 60, 15), (60, 22, 6), (71, 64, 18), (71, 21, 20), (83, 97, 20), (97, 40, 2), (97, 32, 22), (32, 49, 11), (32, 67, 11), (32, 80, 13), (67, 65, 17), (65, 52, 16), (67, 81, 21), (81, 48, 17), (48, 2, 20), (2, 30, 20), (30, 5, 1), (5, 42, 10), (42, 88, 10), (42, 16, 14), (16, 96, 4), (16, 17, 5), (88, 8, 15), (88, 24, 16), (88, 77, 17), (77, 74, 15), (74, 28, 10), (77, 18, 19), (88, 20, 23), (20, 85, 15), (85, 72, 13), (2, 43, 24), (26, 55, 24), (53, 47, 24), (17, 59, 25), (48, 91, 26), (49, 3, 27), (3, 33, 4), (92, 15, 27), (15, 93, 8), (21, 78, 28), (33, 46, 28), (1, 69, 29), (69, 51, 10), (5, 37, 29), (38, 75, 30), (50, 35, 30), (35, 23, 4), (67, 54, 31), (54, 34, 6), (34, 12, 29), (91, 79, 31), (79, 62, 11), (62, 70, 23), (70, 82, 3), (70, 6, 14), (6, 44, 13), (16, 68, 33), (68, 58, 18), (68, 66, 26), (59, 87, 36), (23, 39, 39), (86, 19, 39), (19, 9, 10), (6, 99, 54), (34, 76, 55), (59, 11, 55), (47, 25, 63), (55, 27, 72), (89, 7, 72)]",1905
Kruskal's Algorithm (with queue),100,349,0.005098009000001,"[(5, 84, 1), (15, 58, 1), (25, 63, 1), (33, 39, 1), (36, 64, 1), (46, 97, 1), (47, 71, 1), (64, 74, 1), (50, 56, 2), (60, 81, 3), (9, 81, 4), (20, 79, 4), (24, 60, 4), (32, 49, 4), (34, 45, 4), (18, 67, 5), (28, 56, 5), (2, 89, 6), (10, 93, 6), (12, 85, 6), (48, 96, 6), (70, 94, 6), (10, 44, 7), (16, 97, 7), (18, 87, 7), (50, 82, 7), (67, 74, 7), (68, 75, 7), (86, 99, 7), (5, 12, 8), (8, 71, 8), (27, 30, 8), (46, 76, 8), (54, 86, 8), (11, 14, 9), (18, 89, 9), (37, 71, 9), (21, 41, 10), (44, 56, 10), (58, 84, 10), (88, 96, 10), (4, 74, 11), (18, 52, 11), (24, 75, 11), (0, 94, 12), (23, 48, 12), (27, 90, 12), (36, 59, 12), (12, 56, 13), (14, 87, 13), (42, 44, 13), (75, 83, 13), (12, 80, 14), (17, 33, 14), (18, 54, 14), (50, 70, 14), (26, 65, 15), (34, 55, 15), (2, 3, 16), (2, 56, 16), (12, 69, 16), (22, 92, 16), (26, 96, 16), (41, 89, 16), (69, 77, 16), (5, 98, 17), (22, 69, 17), (1, 44, 18), (11, 57, 18), (15, 49, 18), (17, 44, 18), (2, 30, 19), (8, 20, 20), (17, 68, 20), (23, 87, 20), (16, 81, 21), (22, 47, 21), (29, 41, 22), (43, 71, 22), (91, 97, 22), (54, 62, 23), (7, 69, 24), (8, 51, 24), (9, 63, 24), (13, 39, 25), (20, 72, 26), (66, 80, 26), (10, 55, 27), (10, 78, 27), (61, 65, 27), (53, 55, 28), (38, 73, 31), (73, 99, 36), (6, 58, 39), (40, 77, 40), (35, 76, 41), (19, 44, 43), (67, 95, 43), (31, 74, 49)]",1456
Prim's Algorithm (with queue),100,349,0.001750270000002,"[(0, 94, 12), (94, 70, 6), (70, 50, 14), (50, 56, 2), (56, 28, 5), (50, 82, 7), (56, 44, 10), (44, 10, 7), (10, 93, 6), (44, 42, 13), (56, 12, 13), (12, 85, 6), (12, 5, 8), (5, 84, 1), (84, 58, 10), (58, 15, 1), (12, 80, 14), (12, 69, 16), (56, 2, 16), (2, 89, 6), (89, 18, 9), (18, 67, 5), (18, 87, 7), (67, 74, 7), (74, 64, 1), (64, 36, 1), (18, 52, 11), (74, 4, 11), (36, 59, 12), (87, 14, 13), (14, 11, 9), (18, 54, 14), (54, 86, 8), (86, 99, 7), (2, 3, 16), (69, 77, 16), (89, 41, 16), (41, 21, 10), (5, 98, 17), (69, 22, 17), (22, 92, 16), (11, 57, 18), (15, 49, 18), (49, 32, 4), (44, 1, 18), (44, 17, 18), (17, 33, 14), (33, 39, 1), (2, 30, 19), (30, 27, 8), (27, 90, 12), (17, 68, 20), (68, 75, 7), (75, 24, 11), (24, 60, 4), (60, 81, 3), (81, 9, 4), (75, 83, 13), (75, 96, 20), (96, 48, 6), (96, 88, 10), (48, 23, 12), (96, 26, 16), (26, 65, 15), (22, 47, 21), (47, 71, 1), (71, 8, 8), (71, 37, 9), (8, 20, 20), (20, 79, 4), (81, 16, 21), (16, 97, 7), (97, 46, 1), (46, 76, 8), (41, 29, 22), (71, 43, 22), (97, 91, 22), (54, 62, 23), (8, 51, 24), (9, 63, 24), (63, 25, 1), (69, 7, 24), (39, 13, 25), (20, 72, 26), (80, 66, 26), (10, 55, 27), (55, 34, 15), (34, 45, 4), (10, 78, 27), (65, 61, 27), (55, 53, 28), (99, 73, 36), (73, 38, 31), (58, 6, 39), (77, 40, 40), (76, 35, 41), (44, 19, 43), (67, 95, 43), (74, 31, 49)]",1456
Kruskal's Algorithm (with queue),100,399,0.006177876000002,"[(12, 63, 1), (20, 39, 1), (6, 84, 2), (42, 66, 2), (58, 71, 2), (0, 55, 3), (3, 4, 3), (3, 36, 3), (46, 97, 3), (26, 48, 4), (42, 52, 4), (11, 95, 5), (16, 27, 5), (20, 77, 5), (34, 57, 5), (35, 68, 5), (39, 94, 5), (47, 67, 5), (3, 69, 6), (50, 55, 6), (55, 72, 6), (7, 65, 7), (10, 29, 8), (31, 81, 8), (42, 64, 8), (44, 48, 8), (60, 69, 8), (80, 94, 8), (54, 58, 9), (70, 77, 9), (0, 13, 10), (12, 70, 10), (18, 65, 10), (33, 84, 10), (43, 62, 10), (14, 78, 11), (14, 92, 11), (22, 35, 11), (45, 78, 11), (64, 80, 11), (67, 77, 11), (0, 45, 12), (5, 30, 12), (32, 35, 12), (45, 65, 12), (52, 97, 12), (9, 26, 13), (53, 68, 13), (79, 93, 13), (12, 30, 14), (91, 95, 14), (5, 48, 15), (24, 79, 15), (29, 67, 15), (80, 91, 15), (88, 91, 15), (29, 40, 16), (37, 40, 16), (44, 57, 16), (54, 62, 16), (70, 79, 16), (78, 90, 16), (3, 52, 17), (24, 81, 17), (47, 83, 17), (73, 85, 17), (74, 86, 17), (16, 88, 18), (36, 38, 18), (13, 73, 20), (45, 62, 20), (1, 32, 21), (16, 98, 21), (19, 24, 21), (61, 87, 21), (3, 62, 22), (7, 15, 22), (25, 29, 22), (30, 61, 22), (38, 41, 22), (56, 96, 22), (21, 71, 24), (22, 37, 24), (49, 76, 24), (6, 40, 25), (41, 76, 27), (82, 98, 27), (2, 24, 28), (42, 86, 28), (73, 96, 28), (8, 71, 29), (12, 99, 29), (45, 59, 29), (28, 84, 30), (17, 81, 32), (23, 40, 34), (89, 97, 35), (51, 89, 38), (68, 75, 41)]",1477
Prim's Algorithm (with queue),100,399,0.001968931000000,"[(0, 55, 3), (55, 50, 6), (55, 72, 6), (0, 13, 10), (0, 45, 12), (45, 78, 11), (78, 14, 11), (14, 92, 11), (45, 65, 12), (65, 7, 7), (65, 18, 10), (78, 90, 16), (13, 73, 20), (73, 85, 17), (45, 62, 20), (62, 43, 10), (62, 54, 16), (54, 58, 9), (58, 71, 2), (7, 15, 22), (62, 3, 22), (3, 4, 3), (3, 36, 3), (3, 69, 6), (69, 60, 8), (3, 52, 17), (52, 42, 4), (42, 66, 2), (42, 64, 8), (64, 80, 11), (80, 94, 8), (94, 39, 5), (39, 20, 1), (20, 77, 5), (77, 70, 9), (70, 12, 10), (12, 63, 1), (77, 67, 11), (67, 47, 5), (52, 97, 12), (97, 46, 3), (12, 30, 14), (30, 5, 12), (5, 48, 15), (48, 26, 4), (48, 44, 8), (26, 9, 13), (67, 29, 15), (29, 10, 8), (80, 91, 15), (91, 95, 14), (95, 11, 5), (91, 88, 15), (29, 40, 16), (40, 37, 16), (44, 57, 16), (57, 34, 5), (70, 79, 16), (79, 93, 13), (79, 24, 15), (24, 81, 17), (81, 31, 8), (47, 83, 17), (36, 38, 18), (88, 16, 18), (16, 27, 5), (16, 98, 21), (24, 19, 21), (29, 25, 22), (30, 61, 22), (61, 87, 21), (38, 41, 22), (37, 22, 24), (22, 35, 11), (35, 68, 5), (35, 32, 12), (68, 53, 13), (32, 1, 21), (71, 21, 24), (40, 6, 25), (6, 84, 2), (84, 33, 10), (41, 76, 27), (76, 49, 24), (98, 82, 27), (24, 2, 28), (42, 86, 28), (86, 74, 17), (73, 96, 28), (96, 56, 22), (12, 99, 29), (45, 59, 29), (71, 8, 29), (84, 28, 30), (81, 17, 32), (40, 23, 34), (97, 89, 35), (89, 51, 38), (68, 75, 41)]",1477
Kruskal's Algorithm (with queue),100,449,0.006632299000003,"[(13, 17, 1), (14, 78, 1), (24, 62, 1), (34, 89, 1), (35, 41, 1), (38, 84, 1), (42, 88, 1), (10, 77, 2), (21, 66, 2), (25, 39, 2), (31, 93, 2), (37, 40, 2), (3, 5, 3), (15, 36, 3), (42, 67, 3), (55, 88, 3), (3, 34, 4), (38, 60, 4), (43, 87, 4), (7, 22, 5), (12, 17, 5), (30, 97, 5), (47, 83, 5), (58, 93, 5), (1, 5, 6), (13, 38, 6), (89, 99, 6), (1, 85, 7), (3, 32, 7), (4, 63, 7), (5, 65, 7), (5, 69, 7), (11, 46, 7), (16, 90, 7), (26, 57, 7), (39, 43, 7), (69, 73, 7), (9, 85, 8), (10, 69, 8), (49, 71, 8), (8, 80, 9), (13, 25, 9), (20, 35, 9), (3, 28, 10), (10, 48, 10), (11, 24, 10), (15, 31, 10), (15, 91, 10), (19, 62, 10), (30, 43, 10), (70, 71, 10), (9, 35, 11), (22, 86, 11), (24, 69, 11), (25, 83, 11), (45, 57, 11), (12, 29, 12), (27, 61, 12), (29, 40, 12), (28, 44, 13), (51, 76, 13), (53, 88, 13), (73, 81, 13), (14, 59, 14), (18, 32, 14), (34, 47, 14), (43, 82, 14), (75, 80, 15), (6, 59, 16), (37, 56, 16), (76, 85, 17), (1, 21, 19), (8, 37, 19), (12, 91, 19), (15, 52, 19), (26, 39, 19), (26, 50, 20), (44, 63, 20), (66, 86, 20), (3, 71, 21), (33, 70, 21), (31, 54, 22), (63, 64, 22), (20, 90, 24), (2, 94, 25), (59, 61, 25), (59, 75, 25), (0, 86, 26), (40, 88, 26), (2, 84, 31), (22, 79, 31), (88, 96, 34), (77, 92, 36), (47, 68, 43), (2, 98, 45), (65, 74, 45), (3, 72, 46), (5, 23, 46), (27, 95, 62)]",1359
Prim's Algorithm (with queue),100,449,0.002799645000003,"[(0, 86, 26), (86, 22, 11), (22, 7, 5), (86, 66, 20), (66, 21, 2), (21, 1, 19), (1, 5, 6), (5, 3, 3), (3, 34, 4), (34, 89, 1), (89, 99, 6), (1, 85, 7), (3, 32, 7), (5, 65, 7), (5, 69, 7), (69, 73, 7), (69, 10, 8), (10, 77, 2), (85, 9, 8), (3, 28, 10), (10, 48, 10), (9, 35, 11), (35, 41, 1), (35, 20, 9), (69, 24, 11), (24, 62, 1), (24, 11, 10), (11, 46, 7), (62, 19, 10), (28, 44, 13), (73, 81, 13), (32, 18, 14), (34, 47, 14), (47, 83, 5), (83, 25, 11), (25, 39, 2), (39, 43, 7), (43, 87, 4), (25, 13, 9), (13, 17, 1), (17, 12, 5), (13, 38, 6), (38, 84, 1), (38, 60, 4), (43, 30, 10), (30, 97, 5), (12, 29, 12), (29, 40, 12), (40, 37, 2), (43, 82, 14), (37, 56, 16), (85, 76, 17), (76, 51, 13), (12, 91, 19), (91, 15, 10), (15, 36, 3), (15, 31, 10), (31, 93, 2), (93, 58, 5), (15, 52, 19), (37, 8, 19), (8, 80, 9), (80, 75, 15), (39, 26, 19), (26, 57, 7), (57, 45, 11), (26, 50, 20), (44, 63, 20), (63, 4, 7), (3, 71, 21), (71, 49, 8), (71, 70, 10), (70, 33, 21), (31, 54, 22), (63, 64, 22), (20, 90, 24), (90, 16, 7), (75, 59, 25), (59, 14, 14), (14, 78, 1), (59, 6, 16), (59, 61, 25), (61, 27, 12), (40, 88, 26), (88, 42, 1), (42, 67, 3), (88, 55, 3), (88, 53, 13), (22, 79, 31), (84, 2, 31), (2, 94, 25), (88, 96, 34), (77, 92, 36), (47, 68, 43), (2, 98, 45), (65, 74, 45), (3, 72, 46), (5, 23, 46), (27, 95, 62)]",1359
Kruskal's Algorithm (with queue),100,499,0.007307677000000,"[(0, 49, 1), (12, 24, 1), (20, 42, 1), (24, 57, 1), (37, 60, 1), (40, 64, 1), (59, 60, 1), (1, 2, 2), (1, 45, 2), (4, 65, 2), (16, 72, 2), (23, 99, 2), (27, 95, 2), (65, 68, 2), (85, 92, 2), (13, 56, 3), (19, 77, 3), (85, 98, 3), (44, 88, 4), (59, 71, 4), (73, 87, 4), (7, 15, 5), (18, 93, 5), (25, 80, 5), (11, 99, 6), (26, 44, 6), (28, 43, 6), (31, 37, 6), (33, 82, 6), (35, 51, 6), (49, 64, 6), (50, 68, 6), (55, 98, 6), (71, 85, 6), (74, 86, 6), (0, 44, 7), (0, 51, 7), (2, 39, 7), (4, 47, 7), (12, 36, 7), (14, 51, 7), (14, 69, 7), (27, 70, 7), (43, 70, 7), (58, 66, 7), (5, 34, 8), (6, 73, 8), (26, 62, 8), (32, 78, 8), (41, 73, 8), (12, 94, 9), (17, 43, 9), (20, 59, 9), (44, 48, 9), (7, 13, 10), (8, 45, 10), (17, 55, 10), (47, 87, 10), (48, 77, 10), (5, 23, 11), (5, 72, 11), (7, 57, 11), (15, 84, 11), (17, 91, 11), (24, 42, 11), (49, 60, 11), (66, 90, 11), (76, 79, 11), (9, 90, 12), (16, 45, 12), (46, 87, 12), (58, 62, 12), (10, 36, 13), (15, 87, 13), (39, 94, 14), (41, 76, 14), (22, 91, 15), (67, 93, 15), (9, 25, 16), (66, 82, 16), (75, 76, 16), (29, 53, 18), (52, 73, 18), (58, 96, 18), (68, 74, 18), (0, 18, 20), (8, 89, 20), (67, 81, 20), (54, 99, 21), (13, 53, 23), (6, 32, 24), (83, 96, 24), (38, 84, 27), (63, 93, 32), (3, 93, 33), (21, 36, 36), (17, 30, 37), (55, 97, 40), (18, 61, 44)]",1073
Prim's Algorithm (with queue),100,499,0.002493821000002,"[(0, 49, 1), (49, 64, 6), (64, 40, 1), (0, 44, 7), (44, 88, 4), (44, 26, 6), (0, 51, 7), (51, 35, 6), (51, 14, 7), (14, 69, 7), (26, 62, 8), (44, 48, 9), (48, 77, 10), (77, 19, 3), (49, 60, 11), (60, 37, 1), (60, 59, 1), (59, 71, 4), (37, 31, 6), (71, 85, 6), (85, 92, 2), (85, 98, 3), (98, 55, 6), (59, 20, 9), (20, 42, 1), (55, 17, 10), (17, 43, 9), (43, 28, 6), (43, 70, 7), (70, 27, 7), (27, 95, 2), (17, 91, 11), (42, 24, 11), (24, 12, 1), (24, 57, 1), (12, 36, 7), (12, 94, 9), (57, 7, 11), (7, 15, 5), (7, 13, 10), (13, 56, 3), (15, 84, 11), (62, 58, 12), (58, 66, 7), (66, 90, 11), (90, 9, 12), (15, 87, 13), (87, 73, 4), (73, 6, 8), (73, 41, 8), (87, 47, 10), (47, 4, 7), (4, 65, 2), (65, 68, 2), (68, 50, 6), (87, 46, 12), (36, 10, 13), (41, 76, 14), (76, 79, 11), (94, 39, 14), (39, 2, 7), (2, 1, 2), (1, 45, 2), (45, 8, 10), (45, 16, 12), (16, 72, 2), (72, 5, 11), (5, 34, 8), (5, 23, 11), (23, 99, 2), (99, 11, 6), (91, 22, 15), (9, 25, 16), (25, 80, 5), (66, 82, 16), (82, 33, 6), (76, 75, 16), (58, 96, 18), (68, 74, 18), (74, 86, 6), (73, 52, 18), (0, 18, 20), (18, 93, 5), (93, 67, 15), (8, 89, 20), (67, 81, 20), (99, 54, 21), (13, 53, 23), (53, 29, 18), (6, 32, 24), (32, 78, 8), (96, 83, 24), (84, 38, 27), (93, 63, 32), (93, 3, 33), (36, 21, 36), (17, 30, 37), (55, 97, 40), (18, 61, 44)]",1073
Kruskal's Algorithm (with queue),100,549,0.009315586000000,"[(10, 31, 1), (62, 90, 1), (27, 36, 2), (33, 67, 2), (33, 73, 2), (34, 72, 2), (36, 74, 2), (43, 67, 2), (2, 42, 3), (3, 85, 3), (13, 70, 3), (22, 97, 3), (30, 73, 3), (44, 62, 3), (72, 88, 3), (86, 91, 3), (37, 64, 4), (47, 77, 4), (53, 67, 4), (66, 93, 4), (15, 27, 5), (19, 87, 5), (23, 63, 5), (23, 68, 5), (31, 70, 5), (42, 84, 5), (54, 55, 5), (71, 99, 5), (10, 15, 6), (10, 58, 6), (20, 36, 6), (38, 50, 6), (51, 82, 6), (55, 68, 6), (86, 93, 6), (7, 40, 7), (9, 22, 7), (22, 72, 7), (43, 71, 7), (59, 77, 7), (77, 87, 7), (19, 74, 8), (31, 57, 8), (41, 55, 8), (41, 78, 8), (44, 56, 8), (51, 68, 8), (11, 77, 9), (20, 51, 9), (24, 30, 9), (50, 78, 9), (56, 60, 9), (64, 83, 9), (80, 92, 9), (4, 88, 10), (20, 40, 10), (26, 54, 10), (32, 37, 10), (7, 86, 11), (10, 12, 11), (25, 51, 11), (46, 86, 11), (63, 81, 11), (1, 84, 12), (6, 40, 12), (9, 85, 12), (24, 86, 12), (30, 35, 12), (42, 47, 12), (47, 64, 12), (50, 52, 12), (6, 34, 13), (14, 18, 13), (20, 76, 13), (28, 62, 13), (29, 94, 14), (39, 70, 15), (71, 79, 15), (8, 18, 16), (10, 89, 16), (19, 48, 16), (19, 98, 16), (59, 62, 16), (65, 89, 16), (5, 88, 19), (8, 16, 19), (49, 83, 19), (61, 94, 19), (86, 94, 19), (18, 75, 20), (41, 69, 20), (0, 76, 21), (7, 17, 21), (18, 51, 21), (3, 80, 24), (21, 99, 27), (45, 85, 28), (61, 95, 31), (0, 96, 47)]",1027
